Player,Year,Pk,G,PPG,APG,Start%,All-NBA,All Star,All-Defense,3P%,3PM_36,PTS_36,AST_36,REB_36,OBPM,DBPM,TS%,USG%,TOV%
Donta Smith,2004,35.0,61.0,2.69672131147541,0.7737704918032787,0.0,0.0,0.0,0.0,0.3076923076923077,0.5142857142857142,10.607142857142858,3.085714285714286,4.242857142857143,-3.254642857142857,0.04017857142857143,0.4993071428571428,15.70625,14.63410714285714
Andre Emmett,2004,36.0,14.0,1.4571428571428573,0.08571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,9.863013698630137,0.4931506849315068,3.9452054794520546,-4.06027397260274,-1.3904109589041096,0.5447397260273973,13.773972602739725,14.043835616438356
Antonio Burks,2004,37.0,81.0,2.2962962962962963,1.2703703703703704,0.012345679012345678,0.0,0.0,0.0,0.23529411764705882,0.18250950570342206,8.486692015209126,4.745247148288973,2.23574144486692,-5.317490494296578,0.3494296577946768,0.41335361216730043,16.50532319391635,17.789733840304184
Royal Ivey,2004,38.0,492.0,3.3439024390243897,1.0097560975609756,0.23170731707317074,0.0,0.0,0.0,0.36080178173719374,0.9464459591041869,9.587147030185005,2.9269717624148,3.2541382667964944,-3.632603050957482,-0.14089581304771182,0.49115985069782536,14.215043816942552,12.86867900032457
Chris Duhon,2004,39.0,606.0,6.50990099009901,4.445049504950496,0.5264026402640264,0.0,0.0,0.0,0.3629753914988814,1.5048306067242045,9.149555584181373,6.237279402292928,3.1626948344712096,-1.2661986345484992,0.06122633002705148,0.5213698956588947,13.527263944351409,19.964279273476752
Albert Miralles,2004,40.0,,,,,,,,,,,,,,,,,
Justin Reed,2004,41.0,136.0,3.4705882352941178,0.5058823529411764,0.0661764705882353,0.0,0.0,0.0,0.0,0.0,11.832869080779945,1.7047353760445683,4.662952646239554,-4.666573816155989,-1.2741643454038996,0.4704268802228413,19.000557103064068,13.494637883008355
David Young,2004,42.0,,,,,,,,,,,,,,,,,
Viktor Sanikidze,2004,43.0,,,,,,,,,,,,,,,,,
Trevor Ariza,2004,44.0,1118.0,10.38273703041145,2.1334525939177102,0.6878354203935599,0.0,0.0,0.0,0.35051321249181044,1.7534063666434012,12.664947045792493,2.5989742967256397,5.851242678967013,-0.340014566200346,0.9587746183958971,0.536075289048038,16.61195035353382,11.849027402664401
Tim Pickett,2004,45.0,,,,,,,,,,,,,,,,,
Bernard Robinson,2004,46.0,128.0,4.510937500000001,1.00625,0.1484375,0.0,0.0,0.0,0.16129032258064516,0.09429020429544265,10.862231534834992,2.3761131482451545,5.9402828706128865,-3.1819277108433734,1.122734415924568,0.48648088004190676,16.3557883708748,15.820586694604508
Ha Seung-Jin,2004,47.0,46.0,1.517391304347826,0.04130434782608696,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,7.974683544303797,0.34177215189873417,7.632911392405063,-7.8164556962025316,-1.0291139240506326,0.5374430379746835,13.641772151898731,27.81898734177215
